timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,connection_count,bytes_sent,bytes_received,duration,flags,packets_per_second,unique_ports_accessed,time_since_last_packet,failed_connections,syn_flag_ratio,fin_flag_ratio,rst_flag_ratio,payload_entropy,inter_arrival_time,bytes_per_second,connection_duration,label
2025-08-21 18:03:22.220139,10.23.228.54,192.168.1.201,4264,443,6,372.83369023935217,575,489.5081710559056,177.72582236986224,41.4996196693622,24,234.60246825066312,2,0.008076604908839997,100,0.7091099876384838,0.177177419519365,0.41263210447218274,0.404902330992465,0.0027680840102912467,2060.2432780233717,18.658595232024098,connection_flood
2025-08-21 17:24:39.209187,192.168.1.24,10.0.0.227,44748,22,6,1220.6083053440934,4,2120.5336429090376,2259.79179951222,9.681871908445828,2,10.589257346453374,2,0.13634872753163654,0,0.17000472786669046,0.2441569002647769,0.08123262641786384,0.7244917256692823,0.1101236150329117,897.193923045526,47.334985685763144,normal
2025-08-21 17:15:57.198495,192.168.1.217,10.0.0.163,27463,22,6,636.9310079101215,3,2406.09325111807,1655.142013756253,31.56755093315083,16,12.254299516453862,2,0.11408792070750819,0,0.26266569754885094,0.2305745563871169,0.06409335900204136,0.69852571556419,0.09329685043803136,1233.7873750078247,50.968870886154036,normal
2025-08-21 17:16:44.223739,10.189.8.30,192.168.1.6,21740,22,6,368.0390053416239,345,497.4948507803594,134.16243774236546,64.17588321112596,24,117.27912048605582,5,0.0023453955873797934,72,0.7843205042448966,0.20737022260483834,0.3462975173119395,0.6262497124470174,0.004231776702964324,2429.8257858973566,43.49633764482643,connection_flood
2025-08-21 17:13:54.223739,10.63.20.2,192.168.1.49,34315,25,6,186.39713356944588,750,609.6693227570003,191.226628622445,46.799604938660046,16,249.94579730390387,1,0.0038046239861362404,185,0.8343205374723457,0.11734189729599587,0.3689523940502176,0.548945663248632,0.0025991905296573552,1517.4552003782828,20.953509610787158,connection_flood
2025-08-21 18:00:38.209187,192.168.1.193,10.0.0.52,41414,443,6,885.2067897254765,5,2193.8824994396664,942.1169532681423,20.608746436997915,2,10.474321498796172,2,-0.005458795445565157,0,0.11591176790920828,0.2661906268029036,0.03906805622537643,0.6062588493025495,0.08099462645255229,1098.6642106920535,95.72846726927268,normal
2025-08-21 17:36:03.194498,192.168.1.189,10.0.0.227,32437,143,1,1013.4729994037501,4,1750.4964589784934,1097.1183170385516,37.852154818277356,24,8.925489668007598,1,0.09964457455739231,0,0.22173096607572734,0.2968783165301157,0.048975374022367735,0.7042597178981029,0.0883256620458137,1038.854457278407,47.63478260869843,normal
2025-08-21 18:01:15.209187,172.16.149.251,192.168.1.118,55641,25427,6,63.107349328804496,105,81.76518355382866,34.56146699580678,0.3544874940026105,2,132.98143243993616,31,0.01070312302086364,81,0.8052410830483624,0.0771391326530374,0.7535277083187409,0.10154507346117597,0.0012441345381794858,49.347837200569124,1.1738492899053052,port_scan
2025-08-21 17:24:33.207537,192.168.1.12,10.0.0.62,49366,993,17,2043.0705346938848,5,2173.194116596845,1772.2104671904938,41.48944222078452,16,6.100380514360639,3,0.17214164550295682,0,0.2224695693203636,0.12142003133602874,0.018981004080320187,0.5582797164214837,0.12322481717599149,1061.966548464862,63.30216756078795,normal
2025-08-21 17:13:52.198495,192.168.1.231,10.0.0.27,57219,443,1,1308.851562155348,2,2546.3608281490906,1913.6086434839092,28.13417743436449,16,11.321213385884954,3,0.0513832962451524,0,0.21838041419522952,0.2057018809031974,0.06602575278481225,0.6764307608069099,0.11566944493904134,1289.2697861869224,46.15345369094504,normal
2025-08-21 17:26:09.222743,10.77.252.104,192.168.1.122,14022,22,6,335.47930003720876,579,398.0686685184453,243.5118657500017,28.986610604468567,16,154.5725634286645,1,0.005844214919252731,175,0.8969042785301578,0.2864051157038924,0.4380398342396421,0.5912521325767961,0.0044205431694161095,2085.5641043510877,29.118019133548582,connection_flood
2025-08-21 17:45:56.205542,192.168.1.89,10.0.0.163,53582,22,1,1177.170653175124,4,1966.2985165227433,1806.2840993029185,30.950247395902785,16,9.060166674963892,2,0.07913626753533995,0,0.18710675146679465,0.2939748947867359,0.07980234148174092,0.5859200334461719,0.12521550839593024,980.3771560169575,59.49694289681797,normal
2025-08-21 17:49:08.226743,192.168.1.5,121.91.116.58,12239,8080,6,1017.5275076434652,12,3072.0034876525224,1149.2106128515202,193.34515848993675,16,4.798111805485625,2,2.926195694499991,1,0.288029014364116,0.2896741210847792,0.05775733594335254,0.9707799899175893,7.232128393629699,147.6274495953779,564.7996487138062,malware
2025-08-21 17:58:10.209187,14.100.26.116,192.168.1.100,10093,53,17,1116.2686550875474,540,4424.346733162464,124.20475763078296,2.4080713301900447,24,393.0392528465352,2,0.0027017060563492915,4,0.7671776141413269,0.17963540688975568,0.13131743227407458,0.5533226139784979,0.000885524245324069,11144.756894876591,10.547596243750176,ddos
2025-08-21 17:39:56.205542,192.168.1.156,10.0.0.13,32674,22,1,1399.0955454788243,2,2070.291286559345,1660.5355467243335,23.65081457487461,24,10.185671704115268,3,0.11129408236281932,0,0.12626393609127268,0.28073053820072535,0.04035098991657842,0.7879141145351762,0.11066200086943591,880.5288182275368,74.78075924797004,normal
2025-08-21 17:38:55.195416,192.168.1.101,10.0.0.98,8488,995,6,1805.532553057459,4,2067.088117660557,1967.9937380945867,35.7027690632043,16,7.223469661347526,1,0.13161012201044506,0,0.14752444193732883,0.2381711073545806,0.02144089818643793,0.6211399287215551,0.10297369687283484,996.5105515829796,36.033395458117816,normal
2025-08-21 18:06:34.195416,192.168.1.120,10.0.0.142,57164,80,6,1632.0189448525982,4,1780.6981796882183,1094.7179977722735,30.726375716479875,24,13.208177549947974,1,0.1246214634118506,0,0.18870715923751252,0.14493333559904253,0.06702086963704948,0.6417611986137113,0.08352352666083333,532.3015721859381,57.463751881074295,normal
2025-08-21 17:26:05.193358,192.168.1.34,10.0.0.113,62692,110,17,1251.0047547629802,4,1580.1453969577608,1818.582105892201,40.00790440455329,16,9.394196726709756,3,0.08562428868430697,0,0.19041992110155004,0.12325936400437461,0.005473086712344422,0.7555522531294541,0.12517725602260588,988.2091422473931,59.87220278659055,normal
2025-08-21 17:38:29.209187,172.16.241.107,192.168.1.133,12760,30880,6,30.049690597014692,142,118.08716943297307,57.72229060998429,1.205258655952065,2,92.47375220743675,92,0.013890885074099104,81,0.9598927935471958,0.0621108039610259,0.809199360611071,0.2673506681757758,0.0005096493707416297,41.91838469355058,1.2162244794305535,port_scan
2025-08-21 17:22:31.209187,248.139.232.30,192.168.1.100,18899,443,6,1477.677802356627,911,4756.974663152421,84.51665039783576,8.019063519356465,24,427.7099890517604,3,0.00012779703760830842,0,0.6991536466564006,0.028168520135077337,0.2580068478415816,0.20164078510001585,0.0007311135721425078,11944.91537504158,5.753983466059017,ddos
2025-08-21 17:25:54.209187,69.113.208.174,192.168.1.100,32331,80,17,1419.9357620371577,1288,3995.867470759763,117.33700581787909,3.350758041660865,16,348.95886717831894,2,0.0010281893792138596,2,0.6065529819132326,0.16714093185881782,0.07026315860137237,0.3122355333104951,0.001368037614224769,12154.72645009308,6.802336802786823,ddos
2025-08-21 18:07:34.209187,172.16.189.201,192.168.1.36,43852,64565,6,68.4514706847131,177,103.8813267935699,31.999631561199674,1.1765552197753757,2,112.54736378345811,38,0.012587320520518168,96,0.8911401169350551,0.06131351593966952,0.7287093551196712,0.18091616095403945,0.001059051638986908,46.874202839900015,1.1424034644330614,port_scan
2025-08-21 17:47:40.198495,192.168.1.177,10.0.0.138,29013,995,6,1236.127258842786,4,1419.3732624259512,2190.351576981675,30.235223272401083,16,8.238190134027501,3,0.03113910093108037,0,0.10665530606237955,0.2996956654718241,0.062398637221348446,0.5858487457556617,0.1168514878550839,983.7962624958168,31.153709118086745,normal
2025-08-21 17:26:22.198495,192.168.1.172,10.0.0.220,51223,143,6,1126.9019103538014,2,2147.676835075279,1816.6109437945565,47.13279317522412,24,10.58329532395128,2,0.01594611339733562,0,0.2941313309741407,0.19370963858860019,0.02714871720107777,0.7641359716331043,0.08730986300650437,946.9499418087235,70.38563727843369,normal
2025-08-21 17:14:17.198495,192.168.1.170,10.0.0.25,44571,25,17,1091.849752907813,5,1592.8018459415275,2137.2812360101325,30.01243964613728,2,7.775081679132343,3,0.18843979150122636,0,0.18620525895800497,0.1893302136449479,0.042592807736837414,0.6594739106431717,0.11436424534008975,926.343799660879,41.21706989527274,normal
2025-08-21 17:13:26.222743,10.82.54.83,192.168.1.81,64187,80,6,498.1322542409735,356,349.9356239510404,160.66972774948647,66.06827859631079,2,206.62812687788028,4,0.00467360568773893,71,0.7568564125078465,0.28719520990346803,0.47139140224829407,0.43276331048114286,0.003809650856012957,2545.1066216470363,31.8119421873492,connection_flood
2025-08-21 17:24:52.209187,172.16.125.181,192.168.1.120,54079,34733,6,52.12588368914838,75,85.19409768572741,51.22705435524511,0.5651015545902542,2,87.846767904424,49,0.007826744415452034,96,0.9325354207119866,0.06893734664128243,0.8856510804469153,0.20781420478538976,0.001757501475319201,40.16612099310742,1.1156861142723775,port_scan
2025-08-21 17:56:59.209187,172.16.3.104,192.168.1.25,41727,17647,6,48.256391847410896,161,61.347307285330544,61.24082725618854,0.9991914307404887,2,118.40909956777796,68,0.005693902608587711,80,0.8758715189459021,0.0014951959015644058,0.836393372675083,0.18706733455005953,0.00026028448653497784,58.54062648768429,1.1384281260671265,port_scan
2025-08-21 17:48:19.209187,192.168.1.7,10.0.0.170,16613,53,17,1285.1293742520093,4,1967.5738043662477,1440.4616120807434,53.77231528063436,2,6.9835487119855575,1,0.06528576051837043,0,0.21714334876098768,0.2781499330993181,0.04143345201213561,0.5133680749989195,0.10677206244230536,1190.6969465809482,49.67678305992499,normal
2025-08-21 17:36:56.221365,10.92.103.29,192.168.1.115,47437,443,6,528.8193252730388,885,562.0883380046648,260.90077459710074,40.27624286716778,16,170.82352146633426,5,0.0024465390471745054,176,0.7968201268978878,0.27230066913742396,0.44804024707908907,0.3178885764338082,0.002132928594592596,1798.3369882132972,23.018287085592306,connection_flood
2025-08-21 17:11:17.206542,192.168.1.17,10.0.0.117,58683,25,17,673.4628561106138,5,1805.7912745835524,2411.408659854576,43.35190102519299,16,6.250849090897738,2,0.14068196145742268,0,0.2905460112274877,0.24381522672605319,0.049941572147112916,0.7081767405565202,0.1049525777838651,660.1591313556813,44.90474599697842,normal
2025-08-21 17:36:34.205542,192.168.1.235,10.0.0.235,46329,80,17,1366.2475382802752,2,1936.397040774074,2321.4469465485136,37.047741205712,2,10.82218007359774,3,0.19278282548435843,0,0.10691484646431082,0.1995215557360941,0.05234132826575595,0.7197780397585478,0.1122642990514768,1203.5525439042412,60.95555936535664,normal
2025-08-21 17:38:29.196504,192.168.1.216,10.0.0.220,55156,443,1,1334.405176984524,4,1693.79177232157,1417.65503853982,29.15029116670524,24,12.614575596507649,1,0.08581388855953048,0,0.14703425110088703,0.2680408702456675,0.07700929084099527,0.7169657583865261,0.07725486600240108,956.7830366803341,41.30704287350659,normal
2025-08-21 17:54:37.207537,192.168.1.80,10.0.0.149,30465,80,6,1646.6124464958584,2,2480.791015784735,1908.0973833422652,19.76366911107396,16,10.803941465244597,1,0.13396454047017914,0,0.17483468858729886,0.12792541451108722,0.03782687296453881,0.7185296183384622,0.11203702837714274,929.0648720908152,45.65116970804616,normal
2025-08-21 17:19:17.203793,192.168.1.229,10.0.0.123,6084,25,1,1184.346437201003,5,1638.4639967427806,1464.2138121776252,34.92656487884516,24,11.702319563127144,3,0.0456415894237079,0,0.14598257223483446,0.10112717018573503,0.003385939563151841,0.6177596751297648,0.08589176671718889,1048.3735472297265,56.30708408092829,normal
2025-08-21 17:15:40.209187,192.168.1.106,10.0.0.61,9069,443,6,1181.3302640642473,3,1851.7249272084873,2402.5949641562293,48.915319090606744,16,12.005475185318666,2,0.12508841229293283,0,0.11489752540877461,0.2733452733491608,0.055863320977733145,0.5061932369912955,0.06542178661997745,1215.4605910954972,48.75931695632601,normal
2025-08-21 18:04:30.193358,192.168.1.164,10.0.0.134,50689,110,6,1756.1602829448384,4,1661.0211954066197,2294.4344659406675,43.4520764961897,24,7.030063192657959,1,0.04712965343401673,0,0.19525566481200501,0.1751206565230507,0.08937944434931303,0.6610050478692416,0.10349801856707419,805.0779038792336,61.65166133716167,normal
2025-08-21 18:08:43.228512,192.168.1.192,169.39.186.246,16896,6667,6,792.6199559275915,11,2644.106423773926,819.7441884334589,337.97586562144875,16,5.042817037514386,3,7.301660895566493,0,0.26300432891696424,0.16181463051110725,0.07032856821871086,0.8953329513522513,10.201523582534865,175.89041834990928,938.0133868439634,malware
2025-08-21 17:14:01.209187,219.159.46.54,192.168.1.100,28948,80,6,1287.2334496259725,1558,4363.235008712043,156.61651342376143,3.3471431451293165,16,464.9650922163239,3,0.0015491306271385855,10,0.8649137725015978,0.009324281376197252,0.21460070031158932,0.5990371889192074,0.0004018843048685691,5227.712413051901,10.853586974347184,ddos
2025-08-21 17:50:07.196504,192.168.1.112,10.0.0.216,48586,80,6,917.5936341278145,2,1989.3695241706455,1437.7265394989497,35.51128601650731,24,15.581271621886966,1,0.1514294048317127,0,0.2876005652453252,0.1624430060302047,0.06762030339471357,0.6719924625201563,0.07597029970595348,958.827991954021,68.06998057912654,normal
2025-08-21 17:31:56.221365,10.79.249.45,192.168.1.28,56587,22,6,265.20846123840624,378,342.38318686694123,155.85740903058348,42.57162252867688,16,259.4528613023092,4,0.004991121106702035,200,0.8114510925288817,0.25149463793299065,0.4369868001571948,0.5042673329022039,0.0027597755782544134,2081.7183164981825,39.00482313131029,connection_flood
2025-08-21 17:11:34.188248,192.168.1.210,10.0.0.240,46204,995,1,1051.4127655587301,3,2686.2396334456835,1652.6605496996933,23.913361444130143,2,9.797576752475265,1,0.06368168446836026,0,0.15972878159015588,0.2852352996662826,0.054418146450807794,0.6711778936466465,0.11906269270565528,738.4972801501247,63.06676825046026,normal
2025-08-21 17:54:28.197412,192.168.1.222,10.0.0.250,60301,995,17,1454.8205182362826,2,2764.381617028526,1848.984487968326,38.99299772717569,16,11.698665324078519,1,0.03853536095639081,0,0.12383272364339488,0.12734052627611897,0.024241614722159258,0.632377751145721,0.08503885187221721,1108.6725561368448,88.04785186050407,normal
2025-08-21 17:17:43.228512,192.168.1.242,83.132.223.64,36210,8080,6,699.6638812374349,14,3704.9604485643868,705.7389386746788,374.8072462926537,24,5.206508948841514,1,6.438401833617081,1,0.11809699243074226,0.11808805414816868,0.06388640369671125,0.9659162636455074,0.06122527821379009,224.15821609706234,528.2995284032514,malware
2025-08-21 17:33:36.209187,172.16.2.158,192.168.1.112,13887,7300,6,66.94858849974344,196,45.31705718730912,25.422691225214813,1.494343149953679,2,87.6972689217654,82,0.011408933145433968,95,0.9477866428488805,0.06550420275947014,0.8298180458957998,0.15535045320689142,0.000903166887002277,40.70036053062156,0.960527446658499,port_scan
2025-08-21 18:02:55.188248,192.168.1.204,10.0.0.69,13146,22,6,1753.8381639154418,2,1978.202648440084,1841.4121572086426,41.35457546829862,24,11.979735697506637,3,0.14432131742899423,0,0.2442702903689989,0.27202831319966814,0.03967400890648263,0.553112453763657,0.10044433087832831,767.5026860359375,59.95130538687408,normal
2025-08-21 17:10:27.195416,192.168.1.198,10.0.0.84,26703,993,6,1537.9130324471578,5,1321.5381834740183,1619.611857442435,32.260107447402426,2,5.759504674040391,2,0.12944286517055698,0,0.2672315268439803,0.19525488516333822,0.030543631906276947,0.6287123409102089,0.1009102096334535,989.7294306454581,58.68263979760826,normal
2025-08-21 17:30:01.188248,192.168.1.167,10.0.0.28,63833,995,6,1560.3531319987878,2,2512.4028944230513,1761.3254028072133,24.848688045951032,2,11.512487867153279,3,0.02143371139741168,0,0.201408124086558,0.22079153526631,0.0705263573797396,0.5310431911638085,0.1119087408520443,1241.8042788485805,85.90969834739403,normal
2025-08-21 17:46:27.204438,192.168.1.109,10.0.0.172,29113,993,1,1590.474744777987,1,2648.002101490927,2607.222975006519,15.582577344716928,2,9.618650922115007,2,0.1785117588364894,0,0.17322998954448912,0.14646461112435158,0.006399772223880951,0.5500810350946728,0.07558673098385264,1104.499742628018,51.07585546075917,normal
2025-08-21 17:17:26.178516,192.168.1.145,10.0.0.211,11168,993,6,810.8800138094509,2,2493.1471002889,1342.757916700752,33.72051525207911,24,7.447186337802731,3,0.09022293507387566,0,0.2831437701731484,0.1999393371893433,0.00434165868220826,0.5874189613809591,0.11969231424388718,1029.1882826495298,52.30981261990499,normal
2025-08-21 17:57:51.188248,192.168.1.162,10.0.0.54,65449,25,1,1604.7332448035004,3,1430.1535610886137,1973.6447544319674,25.420912706845776,16,9.092959862995817,3,0.12131490857434822,0,0.23936119551251908,0.14847179346611278,0.06697850448032797,0.6270862748830717,0.09303147998297684,1357.4576929005798,85.17359043230461,normal
2025-08-21 17:16:36.226743,192.168.1.201,201.26.171.241,1193,9999,6,952.4292570382679,6,4473.3186003291685,1343.1923225622472,396.09111016161006,24,6.640610641453585,3,6.264059025203793,2,0.2819913760610413,0.2871036409371628,0.07173419210231494,0.8903373688983182,11.85124446647947,250.79430181355997,552.9371802438695,malware
2025-08-21 18:05:53.198495,192.168.1.142,10.0.0.131,61320,25,6,1241.327742326939,3,2460.197213979901,2775.7406567601356,29.98900835493059,2,7.767534872855616,1,0.08904505643377869,0,0.10076192387247743,0.2777896449329007,0.019770537059046536,0.6673909611714952,0.0936904245182839,1111.7834380541503,71.63095788888663,normal
2025-08-21 17:23:48.198495,192.168.1.15,10.0.0.32,22301,80,17,1647.520461735582,3,2058.4953954722773,1947.1133251373462,8.68851034784566,2,6.044554103217853,2,0.046526897887137056,0,0.12293754252696197,0.16183946177581932,0.013401883610564602,0.5507974272363153,0.09264869030443848,1233.2557225493717,64.19390223879077,normal
2025-08-21 17:38:30.188248,192.168.1.2,10.0.0.52,52222,993,6,1285.2789039367124,5,1986.5289727083555,1604.0294678343666,32.20984974487055,24,8.535143854864225,1,0.09983152054191458,0,0.20752991475595883,0.2978671575210555,0.05382900098563951,0.5175597103762599,0.11746575870628491,1113.0201657225305,57.713986083460426,normal
2025-08-21 17:45:11.209187,172.16.218.229,192.168.1.147,24542,9989,6,61.89017147542587,136,111.17034710376598,49.085332479172294,1.393609549295004,2,90.30125957603143,44,0.012574731346061586,90,0.9611945935710662,0.0061354870753622115,0.7485155924454241,0.21059928115226384,0.001934261357781257,53.84054522759906,1.2433994087628504,port_scan
2025-08-21 17:55:57.197412,192.168.1.16,10.0.0.179,36659,22,1,1109.4226314993032,2,2002.2208446651296,1198.8850482957891,30.112695936954527,16,7.275070313949729,3,0.09043113468982762,0,0.2085264891991498,0.21176943456323144,0.0404164497124914,0.7956822795959466,0.10923934235526303,1141.5633779782522,65.66315285732107,normal
2025-08-21 17:44:23.209187,244.231.225.60,192.168.1.100,16370,443,6,1345.6618471971733,614,5082.571107698265,40.1383521011168,4.099865564123674,16,546.8729576554164,3,0.003065029581684399,9,0.8046513913824882,0.07365695192271471,0.15429131233059198,0.58523857424238,0.001909896241093756,12643.087585794667,13.126623126935595,ddos
2025-08-21 17:13:06.205542,192.168.1.166,10.0.0.254,34219,8080,17,1074.1366103932905,4,2093.773308406087,2387.6121836034954,44.3496786187481,16,8.577772839403089,3,0.12370088108719114,0,0.20044951102248015,0.15678705916565508,0.06040274676958797,0.5425988880059334,0.09660636783409443,784.5408212248133,74.3958159248166,normal
2025-08-21 17:36:03.228512,192.168.1.136,210.96.117.73,3495,6667,6,601.0354444864532,13,2978.3115956445504,779.6538621118382,467.0060693366456,16,6.642333062209516,3,4.006646106819864,5,0.29077158097829453,0.2338413952138009,0.020208732072690163,0.8592117489960847,12.057210954620992,266.52630909978296,606.5570089384132,malware
2025-08-21 17:31:53.193358,192.168.1.245,10.0.0.178,22825,993,17,1172.3100948917938,3,1988.1110670513822,1849.6731574338312,37.43700782084347,2,11.762312350231353,2,0.10434344415495068,0,0.2543188982753608,0.2548352813703185,0.022437730833742175,0.6552529726546703,0.0852389858141908,908.0881992440018,41.57693849065485,normal
2025-08-21 17:51:30.198495,192.168.1.119,10.0.0.77,43318,53,1,1404.2014429058627,4,1646.9269765299612,2490.1276233394346,36.39136779160842,24,10.588582678510441,1,0.015584200404002727,0,0.15655267574077356,0.17194581465676612,0.048054057238578224,0.6407504644141964,0.12528399993366243,781.783866305053,59.8236130783861,normal
2025-08-21 17:42:43.205542,192.168.1.8,10.0.0.81,47113,993,1,981.5077119027278,5,1805.229667326133,1929.061127150206,15.852215949278817,24,12.550085296414192,1,0.10209102707093719,0,0.20739306447218936,0.15928139449986434,0.010436263481929265,0.6399339631011933,0.09660649225138217,873.7564438153213,50.03420350318756,normal
2025-08-21 17:50:08.198495,192.168.1.63,10.0.0.155,40825,22,17,1397.8336003955098,2,2024.693455989852,1939.2939148326711,36.22923641749819,2,4.634196158124363,3,0.15632802333913326,0,0.19789633993500327,0.2748020135470139,0.03364894186707148,0.6170496253801653,0.06328167572630836,878.3195646788045,75.61789778858106,normal
2025-08-21 17:20:32.208530,192.168.1.253,10.0.0.252,23690,110,17,1182.1269736337106,1,2129.1044230543844,1494.5289639932641,33.94189995404048,2,5.484843748328843,1,0.06539163553079103,0,0.2913047495801871,0.2589414236189366,0.01651437590922312,0.6076012402571531,0.11082041114780015,975.5610878327775,54.172119313213386,normal
2025-08-21 17:38:15.178516,192.168.1.199,10.0.0.186,57667,22,1,837.3907639642397,4,2158.4363506716727,1998.152061188082,39.52987426926108,2,14.269907513422035,2,0.07619927949746959,0,0.15388763794757848,0.16260189658812246,0.04201126307874947,0.5359075892894853,0.0992203841707349,1153.4406414866514,60.75296263995199,normal
2025-08-21 17:20:02.188248,192.168.1.97,10.0.0.147,55857,53,1,1180.392174534388,5,2506.396650929557,2287.74534812992,24.05774885895713,24,13.55360217419431,3,0.07893186412091702,0,0.21842631700408927,0.1370139050294588,0.09398355898938757,0.787323329416946,0.12036322355577796,849.5187758750192,48.011536126863355,normal
2025-08-21 17:43:08.204438,192.168.1.243,10.0.0.55,41476,443,1,1057.094407850569,4,1971.519823187329,2256.3867590974287,28.822773721526115,16,13.759669936600266,2,0.09668472680198215,0,0.21991722189632784,0.15169271230974926,0.09237623890761086,0.7196415766660685,0.11477952169345092,1025.367194128671,52.49402946476895,normal
2025-08-21 17:23:32.203145,192.168.1.154,10.0.0.2,43380,8080,6,1293.8134383241372,3,3215.583347663875,2122.5984576747314,24.391003330624343,2,13.702080316128466,3,0.14806713409151187,0,0.1482599423396153,0.1613686564273273,0.09502094040806859,0.7022608437873927,0.08956710821746595,1398.4324113714817,58.87815704810958,normal
2025-08-21 17:31:04.222743,10.144.186.196,192.168.1.50,42457,80,6,340.5738199959655,788,573.257864770904,261.7480059345958,67.62921525505286,24,172.1863716275086,2,0.005393847856227612,135,0.8251139523608522,0.28621339008271746,0.42180950543565193,0.6407513703783473,0.0019329214242608799,2365.770948829456,39.3986137260074,connection_flood
2025-08-21 18:07:41.202079,192.168.1.210,10.0.0.48,9407,25,17,1080.5939289937626,1,1671.812064272489,1968.0430449810328,34.60665040023182,16,8.15587620427359,1,0.017433514119391993,0,0.19037291716952617,0.25897875279318494,0.051055824651267845,0.5515693063163697,0.08543711906814078,859.0552723288107,38.308977861648046,normal
